frame_idx,batch_idx,image_id,file_name,keypoint_id,pred_x,pred_y,pred_conf,gt_x,gt_y,gt_visible
3,0,3,iter_00_frame_003.png,4,365.26171875,135.49609375,0.7019810080528259,371,109,1
3,0,3,iter_00_frame_003.png,5,390.22265625,160.45703125,0.7226256132125854,399,158,2
3,0,3,iter_00_frame_003.png,6,373.58203125,152.13671875,0.7761776447296143,378,153,1
3,0,3,iter_00_frame_003.png,7,406.86328125,185.41796875,0.6556804180145264,441,198,2
3,0,3,iter_00_frame_003.png,8,381.90234375,185.41796875,0.7196409702301025,394,183,1
3,0,3,iter_00_frame_003.png,9,415.18359375,160.45703125,0.8351602554321289,423,158,2
3,0,3,iter_00_frame_003.png,10,415.18359375,152.13671875,0.7143018841743469,372,143,1
3,0,3,iter_00_frame_003.png,11,390.22265625,251.98046875,0.8031101822853088,399,251,2
3,0,3,iter_00_frame_003.png,12,390.22265625,251.98046875,0.7996286153793335,375,238,1
3,0,3,iter_00_frame_003.png,13,373.58203125,335.18359375,0.8389301300048828,389,335,2
3,0,3,iter_00_frame_003.png,14,381.90234375,335.18359375,0.8894298672676086,365,312,1
3,0,3,iter_00_frame_003.png,15,390.22265625,401.74609375,0.7208834886550903,401,417,2
3,0,3,iter_00_frame_003.png,16,390.22265625,410.06640625,0.6690523624420166,371,386,1
4,0,4,iter_00_frame_004.png,0,381.90234375,143.81640625,0.7440059185028076,348,122,2
4,0,4,iter_00_frame_004.png,1,381.90234375,127.17578125,0.7771492004394531,354,109,2
4,0,4,iter_00_frame_004.png,2,373.58203125,135.49609375,0.7634892463684082,350,107,1
4,0,4,iter_00_frame_004.png,3,390.22265625,127.17578125,0.6462860107421875,382,113,2
4,0,4,iter_00_frame_004.png,4,365.26171875,135.49609375,0.6539119482040405,371,110,1
4,0,4,iter_00_frame_004.png,5,381.90234375,160.45703125,0.7158060073852539,399,158,2
4,0,4,iter_00_frame_004.png,6,381.90234375,152.13671875,0.7442014217376709,377,153,1
4,0,4,iter_00_frame_004.png,7,406.86328125,185.41796875,0.66853928565979,441,198,2
4,0,4,iter_00_frame_004.png,8,381.90234375,185.41796875,0.7150683403015137,393,183,1
4,0,4,iter_00_frame_004.png,9,415.18359375,160.45703125,0.7840467095375061,423,158,2
4,0,4,iter_00_frame_004.png,10,415.18359375,152.13671875,0.7050433158874512,371,143,1
4,0,4,iter_00_frame_004.png,11,381.90234375,251.98046875,0.7824022769927979,400,252,2
4,0,4,iter_00_frame_004.png,12,390.22265625,251.98046875,0.7843417525291443,376,238,1
4,0,4,iter_00_frame_004.png,13,373.58203125,326.86328125,0.8248135447502136,388,335,2
4,0,4,iter_00_frame_004.png,14,381.90234375,335.18359375,0.9228217005729675,364,312,1
4,0,4,iter_00_frame_004.png,15,390.22265625,401.74609375,0.6869321465492249,401,417,2
4,0,4,iter_00_frame_004.png,16,390.22265625,410.06640625,0.6676071286201477,371,386,1
5,0,5,iter_00_frame_005.png,0,381.90234375,143.81640625,0.7576454877853394,348,122,2
5,0,5,iter_00_frame_005.png,1,381.90234375,127.17578125,0.7758099436759949,354,110,2
5,0,5,iter_00_frame_005.png,2,373.58203125,135.49609375,0.7640007138252258,350,108,1
5,0,5,iter_00_frame_005.png,3,390.22265625,135.49609375,0.641067624092102,382,113,2
5,0,5,iter_00_frame_005.png,4,365.26171875,143.81640625,0.6453328132629395,371,111,1
5,0,5,iter_00_frame_005.png,5,390.22265625,160.45703125,0.7328145503997803,399,159,2
5,0,5,iter_00_frame_005.png,6,373.58203125,160.45703125,0.7347651720046997,377,154,1
5,0,5,iter_00_frame_005.png,7,406.86328125,185.41796875,0.6764222383499146,441,199,2
5,0,5,iter_00_frame_005.png,8,381.90234375,185.41796875,0.717089056968689,393,184,1
5,0,5,iter_00_frame_005.png,9,415.18359375,160.45703125,0.7966524362564087,423,159,2
5,0,5,iter_00_frame_005.png,10,415.18359375,160.45703125,0.7047216296195984,371,144,1
5,0,5,iter_00_frame_005.png,11,390.22265625,251.98046875,0.7853060960769653,400,252,2
5,0,5,iter_00_frame_005.png,12,390.22265625,251.98046875,0.8015531897544861,377,238,1
5,0,5,iter_00_frame_005.png,13,373.58203125,326.86328125,0.8625953793525696,386,336,2
5,0,5,iter_00_frame_005.png,14,381.90234375,326.86328125,0.9422116279602051,363,312,1
5,0,5,iter_00_frame_005.png,15,390.22265625,410.06640625,0.7355256080627441,401,417,2
5,0,5,iter_00_frame_005.png,16,390.22265625,410.06640625,0.6639916896820068,371,386,1
6,0,6,iter_00_frame_006.png,0,381.90234375,143.81640625,0.7942805886268616,348,123,2
6,0,6,iter_00_frame_006.png,1,381.90234375,135.49609375,0.7822237014770508,353,111,2
6,0,6,iter_00_frame_006.png,2,373.58203125,135.49609375,0.8010385036468506,350,109,1
6,0,6,iter_00_frame_006.png,3,390.22265625,135.49609375,0.6678946018218994,381,114,2
6,0,6,iter_00_frame_006.png,4,365.26171875,152.13671875,0.70152747631073,370,112,1
6,0,6,iter_00_frame_006.png,5,390.22265625,160.45703125,0.7065525054931641,399,159,2
6,0,6,iter_00_frame_006.png,6,365.26171875,160.45703125,0.7562761306762695,377,155,1
6,0,6,iter_00_frame_006.png,7,431.82421875,185.41796875,0.7377948760986328,441,200,2
6,0,6,iter_00_frame_006.png,8,373.58203125,185.41796875,0.73688143491745,394,185,1
6,0,6,iter_00_frame_006.png,9,415.18359375,160.45703125,0.7814562320709229,423,159,2
6,0,6,iter_00_frame_006.png,10,415.18359375,152.13671875,0.699671745300293,371,145,1
6,0,6,iter_00_frame_006.png,11,398.54296875,251.98046875,0.8161064386367798,401,253,2
6,0,6,iter_00_frame_006.png,12,381.90234375,260.30078125,0.8299420475959778,378,239,1
6,0,6,iter_00_frame_006.png,13,373.58203125,326.86328125,0.9069823026657104,385,337,2
6,0,6,iter_00_frame_006.png,14,373.58203125,335.18359375,0.9246672987937927,362,312,1
6,0,6,iter_00_frame_006.png,15,390.22265625,410.06640625,0.8336014747619629,401,417,2
6,0,6,iter_00_frame_006.png,16,390.22265625,410.06640625,0.6632702350616455,371,386,1
7,0,7,iter_00_frame_007.png,0,381.90234375,143.81640625,0.7413406372070312,347,125,2
7,0,7,iter_00_frame_007.png,1,381.90234375,127.17578125,0.7453867197036743,353,112,2
7,0,7,iter_00_frame_007.png,2,381.90234375,135.49609375,0.7404965758323669,349,111,1
7,0,7,iter_00_frame_007.png,3,390.22265625,127.17578125,0.667716383934021,381,116,2
7,0,7,iter_00_frame_007.png,4,365.26171875,143.81640625,0.711208701133728,370,113,1
7,0,7,iter_00_frame_007.png,5,390.22265625,160.45703125,0.7105514407157898,399,160,2
7,0,7,iter_00_frame_007.png,6,373.58203125,160.45703125,0.7778105735778809,377,156,1
7,0,7,iter_00_frame_007.png,7,431.82421875,193.73828125,0.725212812423706,441,201,2
7,0,7,iter_00_frame_007.png,8,373.58203125,185.41796875,0.6865651607513428,394,186,1
7,0,7,iter_00_frame_007.png,9,415.18359375,160.45703125,0.8130532503128052,423,161,2
7,0,7,iter_00_frame_007.png,10,415.18359375,152.13671875,0.7000604867935181,371,146,1
7,0,7,iter_00_frame_007.png,11,398.54296875,260.30078125,0.8265153765678406,402,254,2
7,0,7,iter_00_frame_007.png,12,381.90234375,260.30078125,0.8358778953552246,379,239,1
7,0,7,iter_00_frame_007.png,13,373.58203125,326.86328125,0.9076361656188965,384,337,2
7,0,7,iter_00_frame_007.png,14,373.58203125,335.18359375,0.9189431667327881,360,312,1
7,0,7,iter_00_frame_007.png,15,390.22265625,410.06640625,0.8237460851669312,401,417,2
7,0,7,iter_00_frame_007.png,16,390.22265625,410.06640625,0.6739902496337891,371,386,1
8,0,8,iter_00_frame_008.png,0,381.90234375,143.81640625,0.7154655456542969,346,126,2
8,0,8,iter_00_frame_008.png,1,381.90234375,143.81640625,0.7043852806091309,352,114,2
8,0,8,iter_00_frame_008.png,2,381.90234375,143.81640625,0.7337013483047485,348,112,1
8,0,8,iter_00_frame_008.png,3,381.90234375,152.13671875,0.6175042986869812,380,117,2
8,0,8,iter_00_frame_008.png,4,373.58203125,143.81640625,0.6353271007537842,369,115,1
8,0,8,iter_00_frame_008.png,5,381.90234375,168.77734375,0.6566596031188965,398,162,2
8,0,8,iter_00_frame_008.png,6,373.58203125,160.45703125,0.7250783443450928,377,157,1
8,0,8,iter_00_frame_008.png,7,398.54296875,193.73828125,0.611861526966095,441,202,2
8,0,8,iter_00_frame_008.png,8,381.90234375,193.73828125,0.6262204051017761,394,187,1
8,0,8,iter_00_frame_008.png,9,406.86328125,160.45703125,0.688308596611023,423,163,2
8,0,8,iter_00_frame_008.png,10,406.86328125,160.45703125,0.6370639204978943,370,147,1
8,0,8,iter_00_frame_008.png,11,390.22265625,260.30078125,0.771994948387146,402,255,2
8,0,8,iter_00_frame_008.png,12,390.22265625,260.30078125,0.801838755607605,381,240,1
8,0,8,iter_00_frame_008.png,13,373.58203125,326.86328125,0.9079097509384155,382,338,2
8,0,8,iter_00_frame_008.png,14,373.58203125,326.86328125,0.8919124603271484,358,312,1
8,0,8,iter_00_frame_008.png,15,390.22265625,410.06640625,0.8037129640579224,401,417,2
8,0,8,iter_00_frame_008.png,16,390.22265625,401.74609375,0.6726979613304138,371,386,1
9,0,9,iter_00_frame_009.png,0,390.22265625,143.81640625,0.6524026393890381,346,129,2
9,0,9,iter_00_frame_009.png,1,381.90234375,143.81640625,0.6511555314064026,351,116,2
9,0,9,iter_00_frame_009.png,2,390.22265625,152.13671875,0.6855795383453369,348,115,1
9,0,9,iter_00_frame_009.png,3,381.90234375,152.13671875,0.635379433631897,379,120,2
9,0,9,iter_00_frame_009.png,4,373.58203125,152.13671875,0.6319613456726074,369,117,1
9,0,9,iter_00_frame_009.png,5,381.90234375,168.77734375,0.6280409097671509,398,164,2
9,0,9,iter_00_frame_009.png,6,373.58203125,160.45703125,0.6475038528442383,377,159,1
9,0,9,iter_00_frame_009.png,7,398.54296875,193.73828125,0.5523123145103455,441,204,2
9,0,9,iter_00_frame_009.png,8,398.54296875,193.73828125,0.5426639318466187,394,189,1
9,0,9,iter_00_frame_009.png,9,406.86328125,168.77734375,0.6667742729187012,422,165,2
9,0,9,iter_00_frame_009.png,10,415.18359375,160.45703125,0.6335653066635132,370,149,1
9,0,9,iter_00_frame_009.png,11,390.22265625,260.30078125,0.7528623342514038,403,257,2
9,0,9,iter_00_frame_009.png,12,390.22265625,260.30078125,0.7843058705329895,382,242,1
9,0,9,iter_00_frame_009.png,13,373.58203125,326.86328125,0.9173485040664673,380,339,2
9,0,9,iter_00_frame_009.png,14,373.58203125,326.86328125,0.9269737005233765,356,313,1
9,0,9,iter_00_frame_009.png,15,390.22265625,410.06640625,0.7830616235733032,401,417,2
9,0,9,iter_00_frame_009.png,16,390.22265625,401.74609375,0.6962973475456238,371,386,1
10,0,10,iter_00_frame_010.png,0,381.90234375,152.13671875,0.6205408573150635,345,132,2
10,0,10,iter_00_frame_010.png,1,373.58203125,143.81640625,0.6432095766067505,350,119,2
10,0,10,iter_00_frame_010.png,2,381.90234375,152.13671875,0.6842252016067505,347,117,1
10,0,10,iter_00_frame_010.png,3,381.90234375,152.13671875,0.6273889541625977,378,122,2
10,0,10,iter_00_frame_010.png,4,373.58203125,152.13671875,0.6079785227775574,368,119,1
10,0,10,iter_00_frame_010.png,5,381.90234375,168.77734375,0.635138988494873,397,167,2
10,0,10,iter_00_frame_010.png,6,381.90234375,160.45703125,0.6421213150024414,376,161,1
10,0,10,iter_00_frame_010.png,7,390.22265625,202.05859375,0.5329307913780212,441,206,2
10,0,10,iter_00_frame_010.png,8,406.86328125,202.05859375,0.5525201559066772,394,191,1
10,0,10,iter_00_frame_010.png,9,406.86328125,177.09765625,0.6375855207443237,422,168,2
10,0,10,iter_00_frame_010.png,10,415.18359375,177.09765625,0.6837224960327148,370,152,1
10,0,10,iter_00_frame_010.png,11,390.22265625,251.98046875,0.811618983745575,405,259,2
10,0,10,iter_00_frame_010.png,12,398.54296875,251.98046875,0.7841594219207764,384,244,1
10,0,10,iter_00_frame_010.png,13,373.58203125,326.86328125,0.8912854790687561,378,341,2
10,0,10,iter_00_frame_010.png,14,365.26171875,318.54296875,0.8312283754348755,354,313,1
10,0,10,iter_00_frame_010.png,15,390.22265625,410.06640625,0.7375307679176331,401,417,2
10,0,10,iter_00_frame_010.png,16,390.22265625,401.74609375,0.6254432797431946,371,386,1
11,0,11,iter_00_frame_011.png,0,390.22265625,152.13671875,0.5683960318565369,344,135,2
11,0,11,iter_00_frame_011.png,1,381.90234375,152.13671875,0.5985164642333984,349,122,2
11,0,11,iter_00_frame_011.png,2,381.90234375,152.13671875,0.6113921403884888,346,121,1
11,0,11,iter_00_frame_011.png,3,381.90234375,160.45703125,0.5081987380981445,377,125,2
11,0,11,iter_00_frame_011.png,4,373.58203125,160.45703125,0.4472755789756775,367,122,1
11,0,11,iter_00_frame_011.png,5,373.58203125,177.09765625,0.4939519762992859,397,170,2
11,0,11,iter_00_frame_011.png,6,398.54296875,177.09765625,0.4354412257671356,376,164,1
11,0,11,iter_00_frame_011.png,7,390.22265625,193.73828125,0.4404917359352112,441,209,2
11,0,11,iter_00_frame_011.png,8,415.18359375,210.37890625,0.5009362697601318,394,194,1
11,0,11,iter_00_frame_011.png,9,406.86328125,177.09765625,0.5525192022323608,422,171,2
11,0,11,iter_00_frame_011.png,10,415.18359375,185.41796875,0.6079511642456055,369,155,1
11,0,11,iter_00_frame_011.png,11,381.90234375,251.98046875,0.7269136905670166,406,261,2
11,0,11,iter_00_frame_011.png,12,398.54296875,251.98046875,0.6913243532180786,385,246,1
11,0,11,iter_00_frame_011.png,13,373.58203125,318.54296875,0.8145357370376587,376,342,2
11,0,11,iter_00_frame_011.png,14,373.58203125,318.54296875,0.7791737914085388,351,313,1
11,0,11,iter_00_frame_011.png,15,390.22265625,401.74609375,0.587494432926178,401,417,2
11,0,11,iter_00_frame_011.png,16,390.22265625,401.74609375,0.506934642791748,371,386,1
12,0,12,iter_00_frame_012.png,0,381.90234375,160.45703125,0.6157536506652832,343,139,2
12,0,12,iter_00_frame_012.png,1,381.90234375,152.13671875,0.7020596265792847,348,126,2
12,0,12,iter_00_frame_012.png,2,381.90234375,152.13671875,0.6601263284683228,345,124,1
12,0,12,iter_00_frame_012.png,3,381.90234375,152.13671875,0.7077869176864624,376,129,2
12,0,12,iter_00_frame_012.png,4,373.58203125,152.13671875,0.5851606130599976,366,126,1
12,0,12,iter_00_frame_012.png,5,381.90234375,177.09765625,0.7006435394287109,396,173,2
12,0,12,iter_00_frame_012.png,6,381.90234375,160.45703125,0.5583807826042175,375,167,1
12,0,12,iter_00_frame_012.png,7,398.54296875,193.73828125,0.5851389169692993,441,212,2
12,0,12,iter_00_frame_012.png,8,390.22265625,210.37890625,0.6926491260528564,394,196,1
12,0,12,iter_00_frame_012.png,9,415.18359375,177.09765625,0.7376143932342529,421,174,2
12,0,12,iter_00_frame_012.png,10,423.50390625,185.41796875,0.709438145160675,369,158,1
12,0,12,iter_00_frame_012.png,11,390.22265625,260.30078125,0.806464433670044,407,264,2
12,0,12,iter_00_frame_012.png,12,390.22265625,260.30078125,0.7672818899154663,386,249,1
12,0,12,iter_00_frame_012.png,13,373.58203125,335.18359375,0.9166666269302368,375,343,2
12,0,12,iter_00_frame_012.png,14,356.94140625,318.54296875,0.9053874015808105,349,314,1
12,0,12,iter_00_frame_012.png,15,398.54296875,410.06640625,0.7581803798675537,401,417,2
12,0,12,iter_00_frame_012.png,16,390.22265625,401.74609375,0.6712934970855713,371,386,1
13,0,13,iter_00_frame_013.png,0,390.22265625,168.77734375,0.6061838865280151,342,143,2
13,0,13,iter_00_frame_013.png,1,381.90234375,152.13671875,0.6407181620597839,347,130,2
13,0,13,iter_00_frame_013.png,2,381.90234375,160.45703125,0.636639416217804,344,128,1
13,0,13,iter_00_frame_013.png,3,381.90234375,152.13671875,0.5783050060272217,375,133,2
13,0,13,iter_00_frame_013.png,4,373.58203125,160.45703125,0.5188409686088562,365,130,1
13,0,13,iter_00_frame_013.png,5,381.90234375,177.09765625,0.6345964670181274,396,177,2
13,0,13,iter_00_frame_013.png,6,373.58203125,185.41796875,0.44221991300582886,375,170,1
13,0,13,iter_00_frame_013.png,7,390.22265625,210.37890625,0.4448469281196594,441,215,2
13,0,13,iter_00_frame_013.png,8,398.54296875,218.69921875,0.5538004636764526,394,200,1
13,0,13,iter_00_frame_013.png,9,415.18359375,177.09765625,0.623346209526062,421,178,2
13,0,13,iter_00_frame_013.png,10,415.18359375,185.41796875,0.6106269359588623,368,161,1
13,0,13,iter_00_frame_013.png,11,390.22265625,260.30078125,0.8048438429832458,409,267,2
13,0,13,iter_00_frame_013.png,12,390.22265625,268.62109375,0.7456863522529602,387,251,1
13,0,13,iter_00_frame_013.png,13,365.26171875,335.18359375,0.9080979824066162,373,345,2
13,0,13,iter_00_frame_013.png,14,356.94140625,318.54296875,0.8157994151115417,346,315,1
13,0,13,iter_00_frame_013.png,15,398.54296875,410.06640625,0.7307295799255371,401,417,2
13,0,13,iter_00_frame_013.png,16,390.22265625,401.74609375,0.5800191164016724,371,386,1
14,0,14,iter_00_frame_014.png,0,390.22265625,168.77734375,0.4760964512825012,341,147,2
14,0,14,iter_00_frame_014.png,1,373.58203125,160.45703125,0.46800142526626587,346,135,2
14,0,14,iter_00_frame_014.png,2,381.90234375,168.77734375,0.4191061556339264,343,133,1
14,0,14,iter_00_frame_014.png,3,381.90234375,160.45703125,0.3556998372077942,375,137,2
14,0,14,iter_00_frame_014.png,4,373.58203125,168.77734375,0.3371647000312805,364,134,1
14,0,14,iter_00_frame_014.png,5,381.90234375,177.09765625,0.4564393162727356,395,181,2
14,0,14,iter_00_frame_014.png,6,365.26171875,326.86328125,0.414126992225647,375,174,1
14,0,14,iter_00_frame_014.png,7,356.94140625,326.86328125,0.46566757559776306,441,219,2
14,0,14,iter_00_frame_014.png,8,373.58203125,326.86328125,0.5205098986625671,394,203,1
14,0,14,iter_00_frame_014.png,9,415.18359375,193.73828125,0.42253807187080383,420,183,2
14,0,14,iter_00_frame_014.png,10,415.18359375,185.41796875,0.3709709048271179,368,165,1
14,0,14,iter_00_frame_014.png,11,381.90234375,251.98046875,0.7529481053352356,410,271,2
14,0,14,iter_00_frame_014.png,12,398.54296875,260.30078125,0.6969332098960876,388,254,1
14,0,14,iter_00_frame_014.png,13,365.26171875,326.86328125,0.7082291841506958,371,347,2
14,0,14,iter_00_frame_014.png,14,365.26171875,326.86328125,0.675262451171875,344,316,1
14,0,14,iter_00_frame_014.png,15,390.22265625,185.41796875,0.44997256994247437,401,417,2
14,0,14,iter_00_frame_014.png,16,390.22265625,401.74609375,0.5406159162521362,371,386,1
15,0,15,iter_00_frame_015.png,0,381.90234375,177.09765625,0.5970349311828613,341,152,2
15,0,15,iter_00_frame_015.png,1,373.58203125,168.77734375,0.5968676209449768,346,140,2
15,0,15,iter_00_frame_015.png,2,373.58203125,168.77734375,0.5829898118972778,342,138,1
15,0,15,iter_00_frame_015.png,3,373.58203125,168.77734375,0.49217405915260315,374,142,2
15,0,15,iter_00_frame_015.png,4,373.58203125,168.77734375,0.40357980132102966,363,139,1
15,0,15,iter_00_frame_015.png,5,381.90234375,185.41796875,0.5135889649391174,395,185,2
15,0,15,iter_00_frame_015.png,6,398.54296875,210.37890625,0.3598535358905792,374,178,1
15,0,15,iter_00_frame_015.png,7,390.22265625,218.69921875,0.45850422978401184,440,224,2
15,0,15,iter_00_frame_015.png,8,390.22265625,227.01953125,0.4507145285606384,394,207,1
15,0,15,iter_00_frame_015.png,9,415.18359375,193.73828125,0.5812098979949951,420,188,2
15,0,15,iter_00_frame_015.png,10,415.18359375,185.41796875,0.507063627243042,368,170,1
15,0,15,iter_00_frame_015.png,11,390.22265625,260.30078125,0.780489981174469,411,274,1
15,0,15,iter_00_frame_015.png,12,398.54296875,260.30078125,0.7023229002952576,388,258,1
15,0,15,iter_00_frame_015.png,13,356.94140625,335.18359375,0.7177160978317261,369,348,2
15,0,15,iter_00_frame_015.png,14,365.26171875,335.18359375,0.7245684862136841,341,317,1
15,0,15,iter_00_frame_015.png,15,390.22265625,393.42578125,0.48344868421554565,401,417,2
15,0,15,iter_00_frame_015.png,16,390.22265625,410.06640625,0.6647842526435852,371,386,1
16,0,16,iter_00_frame_016.png,0,381.90234375,177.09765625,0.5460951328277588,340,157,2
16,0,16,iter_00_frame_016.png,1,373.58203125,168.77734375,0.535614013671875,345,145,2
16,0,16,iter_00_frame_016.png,2,373.58203125,168.77734375,0.5256533622741699,341,143,1
16,0,16,iter_00_frame_016.png,3,365.26171875,168.77734375,0.5251703262329102,373,147,2
16,0,16,iter_00_frame_016.png,4,373.58203125,168.77734375,0.3843514919281006,362,144,1
16,0,16,iter_00_frame_016.png,5,381.90234375,185.41796875,0.5837072134017944,394,190,2
16,0,16,iter_00_frame_016.png,6,398.54296875,202.05859375,0.39245080947875977,374,183,1
16,0,16,iter_00_frame_016.png,7,390.22265625,218.69921875,0.5749269127845764,440,229,2
16,0,16,iter_00_frame_016.png,8,423.50390625,218.69921875,0.4337311387062073,394,212,1
16,0,16,iter_00_frame_016.png,9,406.86328125,185.41796875,0.6081110835075378,420,193,2
16,0,16,iter_00_frame_016.png,10,415.18359375,193.73828125,0.449979305267334,367,174,1
16,0,16,iter_00_frame_016.png,11,398.54296875,260.30078125,0.7882812023162842,412,279,1
16,0,16,iter_00_frame_016.png,12,398.54296875,268.62109375,0.7290863990783691,389,262,1
16,0,16,iter_00_frame_016.png,13,365.26171875,326.86328125,0.6532002091407776,367,350,2
16,0,16,iter_00_frame_016.png,14,356.94140625,343.50390625,0.763767421245575,339,317,1
16,0,16,iter_00_frame_016.png,15,390.22265625,393.42578125,0.4330598711967468,401,417,2
16,0,16,iter_00_frame_016.png,16,390.22265625,401.74609375,0.6467467546463013,371,386,1
17,0,17,iter_00_frame_017.png,0,373.58203125,177.09765625,0.4608733654022217,339,163,2
17,0,17,iter_00_frame_017.png,1,365.26171875,168.77734375,0.4594578742980957,344,150,2
17,0,17,iter_00_frame_017.png,2,365.26171875,177.09765625,0.42680615186691284,340,148,1
17,0,17,iter_00_frame_017.png,3,356.94140625,168.77734375,0.4194180369377136,372,153,2
17,0,17,iter_00_frame_017.png,4,373.58203125,168.77734375,0.31432896852493286,361,149,1
17,0,17,iter_00_frame_017.png,5,381.90234375,185.41796875,0.4482741951942444,394,195,2
17,0,17,iter_00_frame_017.png,6,365.26171875,326.86328125,0.4278098940849304,374,188,1
